Company,Month,Service to Public,Campaign Type,Company Location,Paid to Ad,Percent,Spend,Spent,Impressions,Clicks,CRT,Goal
Avery's Furniture,MAR,Furniture,Display,,400,0.3,,150.68,46724,89,,
Bennie Smith Funeral Homes,MAR,Funeral,Display,,1000,0.3,,357.38,110006,116,,
Beracah Homes,MAR,Housing,Display,,500,0.3,,155.27,54993,133,,
Bethany Church,MAR,Church & School,Display,,1250,0.3,,601.3,156236,0,,
Buzzell Plumbing Heating & AC,MAR,"Plumbing, HVAC",Display,,1000,0.3,,312.53,110019,169,,
Childress Dental,MAR,Dentist,Display,,500,0.3,,89.37,47970,166,,
Chris Moore Roofing,MAR,Roofing,Display,,350,0.3,,131.49,45911,54,,
Cofield Comfort Systems,MAR,HVAC,Display,,500,0.3,,152.81,55001,96,,
Columbus Hospice,MAR,Medical,Display,,,0.3,,0.0,0,0,,
Columbus Technical College,MAR,Church & School,Display,,400,0.3,,156.02,55003,79,,
Complete Tire,MAR,Tire & Auto,Display,,,0.3,,0.0,0,0,,
Containers by Reaves,MAR,Waste Management,Display,,500,0.3,,164.53,57731,97,,
D&H Backhoe Services,MAR,Plumbing,Display,,,0.3,,0.0,0,0,,
Dentistry for Children,MAR,Dentist,Display,,500,0.3,,158.19,55002,89,,
Desert Steel,MAR,Retail,Display,,,0.3,,0.0,0,0,,
Farney's Home & Building Center,MAR,Home Improvement,Display,,520,0.3,,112.77,63777,323,,
First Response Services,MAR,Restoration & Cleaning,Display,,,0.3,,72.09,24954,26,,
Fosters Tree Service,MAR,Tree Service,Display,,200,0.3,,20.72,31504,0,,
Gil's Auto Opelika,MAR,Auto Sales,Display,,1500,0.3,,479.39,165002,302,,
Grand Opera House,MAR,Entertainment,Display,,,0.3,,0.0,0,0,,
Green Team Dumpster Rentals,MAR,Waste Management,Display,,,0.3,,0.0,0,0,,
Hinson Galleries,MAR,Furniture,Display,,600,0.3,,184.36,65991,108,,
Hutchinson Boat Works,MAR,Boating,Display,,,0.3,,0.0,0,2,,
Hyundai of Auburn,MAR,Auto Sales,Display,,1200,0.3,,408.1,144430,138,,
iAct Colorectal Cancer,MAR,Clinical Trials,Display,,,0.3,,0.0,0,238,,
iAct Diabetes Mellitus Trial,MAR,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Eczema Trial,MAR,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Oral Mucositis,MAR,Medical,Display,,,0.3,,0.0,0,0,,
iAct Pancreatic Cancer,MAR,Clinical Trials,Display,,,0.3,,0.0,0,87,,
iAct Pneumonia Vaccine Trial,MAR,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Teen Obesity,MAR,Clinical Trials,Display,,,0.3,,0.0,0,88,,
Launch Trampoline,MAR,Entertainment,Display,,1000,0.3,,318.49,110004,175,,
Marty Rae's Furniture,MAR,Furniture,Display,,1800,0.3,,554.69,194083,225,,
Matt's Roofing & Gutters,MAR,Roofing,Display,,1000,0.3,,193.14,102943,329,,
McGuire's Portable Buildings,MAR,Buildings,Display,,,0.3,,8.98,8336,0,,
Midtown OB,MAR,Medical,Display,,500,0.3,,42.1,69116,109,,
Midtown OB Fibroids Trial,MAR,Medical,Display,,,0.3,,0.0,0,0,,
Mikata Japanese Restaurant,MAR,Restaurant,Display,,,0.3,,0.0,0,0,,
Mike Seltzer Jewelers,MAR,Retail,Display,,,0.3,,0.0,0,81,,
North Country Family Health Center,MAR,Medical,Display,,750,0.3,,110.45,39436,0,,
Northridge Vet,MAR,Veterinary,Display,,500,0.3,,101.53,70021,100,,
Only Plumbing,MAR,Plumbing,Display,,,0.3,,0.0,0,0,,
Overby Company,MAR,Office Supply,Display,,400,0.3,,115.69,35104,188,,
Overby Company,MAR,Office Supply,Display,,,0.3,,,0,,,
Overhead Door -Watertown,MAR,Garage Door,Display,,500,0.3,,158.18,55002,227,,
Parkside Dental,MAR,Dentist,Display,,500,0.3,,133.0,62998,133,,
Pink Monarch,MAR,Medical,Display,,560,0.3,,110.43,71562,145,,
PinProps,MAR,Real Estate,Display,,,0.3,,0.0,0,210,,
Proscape Colorants,MAR,Landscaping & Pools,Display,,3000,0.3,,963.77,297039,387,,
Ragan Grading & Septic,MAR,Plumbing,Display,,500,0.3,,156.38,55446,160,,
Reliance Home Services,MAR,Roofing & HVAC,Display,,,0.3,,0.0,0,0,,
Roscoe Jenkins Funeral Home,MAR,Funeral,Display,,350,0.3,,42.15,17482,165,,
Rosenfelds Deli,MAR,Restaurant,Display,,850,0.3,,263.31,93500,186,,
Servpro CDW,MAR,Restoration & Cleaning,Display,,2000,0.3,,232.69,297897,56,,
ServPro of Phenix City,MAR,Restoration & Cleaning,Display,,400,0.3,,96.26,46186,307,,
Shred A Way,MAR,Office Supply,Display,,600,0.3,,127.15,94886,216,,
Shred A Way,MAR,Office Supply,Display,,,0.3,,,0,,,
Smiths Radiator,MAR,Tire & Auto,Display,,,0.3,,0.0,0,0,,
Success Unlimited Academy,MAR,Church & School,Display,,500,0.3,,158.45,55002,49,,
The Roofing Guys,MAR,Roofing,Display,,,0.3,,0.0,0,8,,
Thompson West Plumbing,MAR,Plumbing,Display,,,0.3,,0.0,0,0,,
Tidemark Federal Credit Union,MAR,Banking,Display,,2800,0.3,,851.73,299993,470,,
Tires First - Aletheia,MAR,Tire & Auto,Display,,1700,0.3,,308.0,199715,590,,
TLC Realty,MAR,Real Estate,Display,,,0.3,,0.0,0,0,,
Valley Rescue Mission,MAR,Charitable,Display,,,0.3,,0.0,0,7,,
West Georgia Eye Care,MAR,Medical,Display,,1000,0.3,,320.69,110004,198,,
WVNC Job Fair,MAR,Media,Display,,,0.3,,0.0,0,0,,
Adams Family Dentistry,APR,Dentist,Display,,900,0.3,,193.62,101111,308,,
Advanced Med Pro,APR,Banking,Display,,850,0.3,,379.41,83576,152,,
Alabama Funeral Homes & Cremation Center,APR,Funeral,Display,,1140,0.3,,546.91,189800,338,,
Aletheia Digital,APR,,Display,,,0.3,,92.04,33726,44,,
Allstar Heating & Air,APR,HVAC,Display,,500,0.3,,58.03,47132,68,,
American Roofing and Restoration,APR,Roofing,Display,,500,0.3,,78.15,56344,176,,
ASP Pools,APR,Landscaping & Pools,Display,,700,0.3,,242.41,162811,255,,
Avery's Furniture,APR,Furniture,Display,,400,0.3,,98.78,44382,89,,
Bennie Smith Funeral Homes,APR,Funeral,Display,,1000,0.3,,357.38,109994,116,,
Beracah Homes,APR,Housing,Display,,1100,0.3,,344.8,119995,133,,
Bethany Church,APR,Church & School,Display,,2000,0.3,,0.0,0,0,,
Buzzell Plumbing Heating & AC,APR,"Plumbing, HVAC",Display,,1000,0.3,,306.02,109994,169,,
Childress Dental,APR,Dentist,Display,,,0.3,,167.57,152932,166,,
Chris Moore Roofing,APR,Roofing,Display,,350,0.3,,112.44,39776,54,,
Cofield Comfort Systems,APR,HVAC,Display,,500,0.3,,154.56,55002,96,,
Columbus Hospice,APR,Medical,Display,,,0.3,,0.0,0,0,,
Columbus Technical College,APR,Church & School,Display,,400,0.3,,154.3,55003,79,,
Complete Tire,APR,Tire & Auto,Display,,,0.3,,0.0,0,0,,
Containers by Reaves,APR,Waste Management,Display,,500,0.3,,96.38,58124,97,,
D&H Backhoe Services,APR,Plumbing,Display,,,0.3,,0.0,0,0,,
Dentistry for Children,APR,Dentist,Display,,500,0.3,,159.07,55000,89,,
Desert Steel,APR,Retail,Display,,,0.3,,0.0,0,0,,
Farney's Home & Building Center,APR,Home Improvement,Display,,520,0.3,,131.77,57504,323,,
First Response Services,APR,Restoration & Cleaning,Display,,225,0.3,,72.77,25005,26,,
Fosters Tree Service,APR,Tree Service,Display,,,0.3,,0.0,0,0,,
Gil's Auto Opelika,APR,Auto Sales,Display,,1500,0.3,,467.02,165003,302,,
Grand Opera House,APR,Entertainment,Display,,,0.3,,0.0,0,0,,
Green Team Dumpster Rentals,APR,Waste Management,Display,,,0.3,,0.0,0,0,,
Hinson Galleries,APR,Furniture,Display,,600,0.3,,183.2,66002,108,,
Hutchinson Boat Works,APR,Boating,Display,,500,0.3,,1.79,644,2,,
Hyundai of Auburn,APR,Auto Sales,Display,,1200,0.3,,377.54,131999,138,,
iAct Colorectal Cancer,APR,Clinical Trials,Display,,1000,0.3,,345.78,116264,238,,
iAct Diabetes Mellitus Trial,APR,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Eczema Trial,APR,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Oral Mucositis,APR,Medical,Display,,,0.3,,0.0,0,0,,
iAct Pancreatic Cancer,APR,Clinical Trials,Display,,1000,0.3,,229.29,66521,87,,
iAct Pneumonia Vaccine Trial,APR,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Teen Obesity,APR,Clinical Trials,Display,,1000,0.3,,138.72,73411,88,,
Launch Trampoline,APR,Entertainment,Display,,1000,0.3,,271.53,91485,175,,
Marty Rae's Furniture,APR,Furniture,Display,,1800,0.3,,546.84,194054,225,,
Matt's Roofing & Gutters,APR,Roofing,Display,,1000,0.3,,161.59,110624,329,,
McGuire's Portable Buildings,APR,Buildings,Display,,,0.3,,0.0,0,0,,
Midtown OB,APR,Medical,Display,,500,0.3,,96.7,61356,109,,
Midtown OB Fibroids Trial,APR,Medical,Display,,,0.3,,0.0,0,0,,
Mikata Japanese Restaurant,APR,Restaurant,Display,,,0.3,,0.0,0,0,,
Mike Seltzer Jewelers,APR,Retail,Display,,500,0.3,,128.16,46201,81,,
North Country Family Health Center,APR,Medical,Display,,,0.3,,0.0,0,0,,
Northridge Vet,APR,Veterinary,Display,,500,0.3,,129.92,88518,100,,
Only Plumbing,APR,Plumbing,Display,,,0.3,,0.0,0,0,,
Overby Company,APR,Office Supply,Display,,400,0.3,,130.78,45862,188,,
Overby Company,APR,Office Supply,Display,,,0.3,,,0,,,
Overhead Door -Watertown,APR,Garage Door,Display,,500,0.3,,118.17,65487,227,,
Parkside Dental,APR,Dentist,Display,,500,0.3,,87.09,59182,133,,
Pink Monarch,APR,Medical,Display,,560,0.3,,106.6,65431,145,,
PinProps,APR,Real Estate,Display,,1500,0.3,,360.77,130811,210,,
Proscape Colorants,APR,Landscaping & Pools,Display,,3000,0.3,,959.05,297042,387,,
Ragan Grading & Septic,APR,Plumbing,Display,,500,0.3,,196.86,67747,160,,
Reliance Home Services,APR,Roofing & HVAC,Display,,,0.3,,0.0,0,0,,
Roscoe Jenkins Funeral Home,APR,Funeral,Display,,350,0.3,,91.13,37782,165,,
Rosenfelds Deli,APR,Restaurant,Display,,850,0.3,,267.79,92977,186,,
Servpro CDW,APR,Restoration & Cleaning,Display,,2000,0.3,,77.04,74735,56,,
ServPro of Phenix City,APR,Restoration & Cleaning,Display,,400,0.3,,111.17,43579,307,,
Shred A Way,APR,Office Supply,Display,,600,0.3,,340.72,89417,216,,
Shred A Way,APR,Office Supply,Display,,,0.3,,,0,,,
Smiths Radiator,APR,Tire & Auto,Display,,,0.3,,0.0,0,0,,
Success Unlimited Academy,APR,Church & School,Display,,500,0.3,,152.51,55000,49,,
The Roofing Guys,APR,Roofing,Display,,,0.3,,8.69,2045,8,,
Thompson West Plumbing,APR,Plumbing,Display,,,0.3,,0.0,0,0,,
Tidemark Federal Credit Union,APR,Banking,Display,,2800,0.3,,857.01,299965,470,,
Tires First - Aletheia,APR,Tire & Auto,Display,,1700,0.3,,310.59,180137,590,,
TLC Realty,APR,Real Estate,Display,,,0.3,,0.0,0,0,,
Valley Rescue Mission,APR,Charitable,Display,,500,0.3,,18.84,5417,7,,
West Georgia Eye Care,APR,Medical,Display,,1000,0.3,,313.84,110000,198,,
WVNC Job Fair,APR,Media,Display,,,0.3,,0.0,0,0,,
Synovus Wealth Management,AUG,Banking,Display - Tampa,,,0.3,,0.0,0,0,,100000.0
Synovus Wealth Management,SEPT,Banking,Display - Tampa,,,0.3,,,,,,
Synovus Wealth Management,OCT,Banking,Display - Tampa,,,0.3,,0.0,0,0,,
Synovus Wealth Management,NOV,Banking,Display - Tampa,,1000,0.3,,291.12,146756,947,,
Synovus Wealth Management,DEC,Banking,Display - Tampa,,1000,0.3,,248.73,102239,582,,
Synovus Wealth Management,JAN,Banking,Display - Tampa,,1000,0.3,,206.62,149122,577,,
Synovus Wealth Management,FEB,Banking,Display - Tampa,,1000,0.3,,133.47,123278,649,,
Synovus Wealth Management,MAR,Banking,Display - Tampa,,1000,0.3,,136.57,118151,317,,
Synovus Wealth Management,APR,Banking,Display - Tampa,,500,0.3,,89.42,76112,317,,
Synovus Wealth Management,AUG,Banking,Display - Sarasota,,,0.3,,0.0,0,0,,100000.0
Synovus Wealth Management,SEPT,Banking,Display - Sarasota,,,0.3,,0.0,0,0,,
Synovus Wealth Management,OCT,Banking,Display - Sarasota,,,0.3,,0.0,0,0,,
Synovus Wealth Management,NOV,Banking,Display - Sarasota,,1000,0.3,,246.15,115161,726,,
Synovus Wealth Management,DEC,Banking,Display - Sarasota,,500,0.3,,174.76,59252,231,,
Synovus Wealth Management,JAN,Banking,Display - Sarasota,,1000,0.3,,231.43,115004,501,,
Synovus Wealth Management,FEB,Banking,Display - Sarasota,,1000,0.3,,175.8,130356,742,,
Synovus Wealth Management,MAR,Banking,Display - Sarasota,,1000,0.3,,170.11,113919,2,,
Synovus Wealth Management,APR,Banking,Display - Sarasota,,,0.3,,5.4,1938,2,,
Synovus Wealth Management,AUG,Banking,Display - Naples,,,0.3,,0.0,0,0,,
Synovus Wealth Management,SEPT,Banking,Display - Naples,,,0.3,,0.0,0,0,,
Synovus Wealth Management,OCT,Banking,Display - Naples,,,0.3,,0.0,0,0,,
Synovus Wealth Management,NOV,Banking,Display - Naples,,1000,0.3,,291.46,125397,766,,
Synovus Wealth Management,DEC,Banking,Display - Naples,,500,0.3,,212.65,65892,365,,
Synovus Wealth Management,JAN,Banking,Display - Naples,,1000,0.3,,250.37,126873,500,,
Synovus Wealth Management,FEB,Banking,Display - Naples,,1000,0.3,,182.76,116685,491,,
Synovus Wealth Management,MAR,Banking,Display - Naples,,,0.3,,0.47,651,0,,
Synovus Wealth Management,APR,Banking,Display - Naples,,,0.3,,0.0,0,0,,
Synovus Wealth Management,AUG,Banking,Display - Port Charlotte,,,0.3,,0.0,0,0,,
Synovus Wealth Management,SEPT,Banking,Display - Port Charlotte,,,0.3,,0.0,0,0,,
Synovus Wealth Management,OCT,Banking,Display - Port Charlotte,,,0.3,,0.0,0,0,,
Synovus Wealth Management,NOV,Banking,Display - Port Charlotte,,,0.3,,0.0,0,0,,
Synovus Wealth Management,DEC,Banking,Display - Port Charlotte,,,0.3,,0.0,0,0,,
Synovus Wealth Management,JAN,Banking,Display - Port Charlotte,,,0.3,,0.0,0,0,,
Synovus Wealth Management,FEB,Banking,Display - Port Charlotte,,400,0.3,,160.6,82329,440,,
Synovus Wealth Management,MAR,Banking,Display - Port Charlotte,,,0.3,,6.03,4313,0,,
Synovus Wealth Management,APR,Banking,Display - Port Charlotte,,,0.3,,0.0,0,0,,
Morrison's Furniture Store,NOV,Furniture,Display Conv Zone,,750,,160.0,76.51,27325,38,0.0013906679999999999,
Morrison's Furniture Store,SEPT,Furniture,Display Conv Zone,,750,0.3,,109.45,39633,45,,
Morrison's Furniture Store,AUG,Furniture,Display Conv Zone,,750,0.3,,114.98,41000,63,,
Morrison's Furniture Store,JULY,Furniture,Display Conv Zone,,750,0.3,,114.12,41004,0,,
Morrison's Furniture Store,JUNE,Furniture,Display Conv Zone,,750,0.3,,109.56,39576,39,,
Morrison's Furniture Store,MAY,Furniture,Display Conv Zone,,750,0.3,,109.18,39667,41,,
D&H Backhoe Services,AUG,Plumbing,Display Conv Zone,,,0.15,,0.0,0,0,,0.0
Morrison's Furniture Store,AUG,Furniture,Display Conv Zone,,750,,,824.276206,47181,18,,37500.0
D&H Backhoe Services,SEPT,Plumbing,Display Conv Zone,,,0.3,,0.0,0,0,,
Morrison's Furniture Store,SEPT,Furniture,Display Conv Zone,,,0.3,,,,,,
D&H Backhoe Services,OCT,Plumbing,Display Conv Zone,,,0.3,,0.0,0,0,,
Morrison's Furniture Store,OCT,Furniture,Display Conv Zone,,750,0.3,,766.311079,0,41,,
D&H Backhoe Services,NOV,Plumbing,Display Conv Zone,,,0.3,,0.0,0,0,,
Morrison's Furniture Store,NOV,Furniture,Display Conv Zone,,750,0.3,,658.999427,23554,102,,
D&H Backhoe Services,DEC,Plumbing,Display Conv Zone,,,0.3,,0.0,0,0,,
Morrison's Furniture Store,DEC,Furniture,Display Conv Zone,,750,0.3,,159.54,0,61,,
D&H Backhoe Services,JAN,Plumbing,Display Conv Zone,,,0.3,,0.0,0,0,,
Morrison's Furniture Store,JAN,Furniture,Display Conv Zone,,750,0.3,,118.38,42074,46,,
D&H Backhoe Services,FEB,Plumbing,Display Conv Zone,,,0.3,,0.0,0,0,,
Morrison's Furniture Store,FEB,Furniture,Display Conv Zone,,,0.3,,0.0,0,0,,
D&H Backhoe Services,MAR,Plumbing,Display Conv Zone,,,0.3,,0.0,0,0,,
Morrison's Furniture Store,MAR,Furniture,Display Conv Zone,,750,0.3,,136.83,50007,45,,
D&H Backhoe Services,APR,Plumbing,Display Conv Zone,,,0.3,,0.0,0,0,,
Morrison's Furniture Store,APR,Furniture,Display Conv Zone,,750,0.3,,112.26,41003,45,,
Grand Opera House,AUG,Entertainment,Display - Stomp,,,0.3,,0.0,0,0,,135000.0
Grand Opera House,SEPT,Entertainment,Display - Stomp,,76.92,0.3,,21.89,8269,13,,
Grand Opera House,OCT,Entertainment,Display - Stomp,,,0.3,,0.0,0,0,,
Grand Opera House,NOV,Entertainment,Display - Stomp,,,0.3,,0.0,0,0,,
Grand Opera House,DEC,Entertainment,Display - Stomp,,,0.3,,0.0,0,0,,
Grand Opera House,JAN,Entertainment,Display - Stomp,,,0.3,,0.0,0,0,,
Grand Opera House,FEB,Entertainment,Display - Stomp,,,0.3,,0.0,0,0,,
Grand Opera House,MAR,Entertainment,Display - Stomp,,,0.3,,0.0,0,94,,
Grand Opera House,APR,Entertainment,Display - Stomp,,1350,0.3,,301.69,110154,94,,
Avery Roof Services,NOV,Roofing,Paid Social,,,0.5,0.0,0.0,0,0,,
Brothers Gutters,NOV,,Paid Social,,500,0.5,250.0,140.49,8654,181,0.020915184,
Cheap Cheap Trees,NOV,Tree Service,Paid Social,,,0.5,0.0,0.0,0,0,,
Claim Adjusters,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Complete Tire,NOV,Tire & Auto,Paid Social,,600,0.5,300.0,0.0,0,0,,
Custom Home Furniture,NOV,Furniture,Paid Social,,500,0.5,250.0,0.0,0,0,,
Custom Home Sleep Shop,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Elite Tree Service,NOV,Tree Service,Paid Social,,500,0.3,150.0,75.77,14132,248,0.017548825,
E&S Clothing Warehouse,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Five Star Painting ,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Fosters Tree Service,NOV,Tree Service,Paid Social,,300,0.6,180.0,0.0,0,0,,
JAE of America,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Magic Bubbles,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Maps.org,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Matt's Roofing & Gutters,NOV,Roofing,Paid Social,,500,0.5,250.0,317.75,38637,271,0.007014001999999999,
Martin Brothers Body Works,NOV,Tire & Auto,Paid Social,,,0.5,0.0,0.0,0,0,,
Mold Zero ,NOV,Home Improvement,Paid Social,,650,0.5,325.0,0.0,0,0,,
NATSB,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Piano Crafters,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Platinum Roofing ,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
PRMC,NOV,Real Estate,Paid Social,,,0.5,0.0,0.0,0,0,,
ProGuard 564,NOV,Roofing & HVAC,Paid Social,,,0.5,0.0,0.0,0,0,,
Reliable Pool Enclosures,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
"Servpro Harris, Meriwether, & Stewart",NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Tadlock Roofing,NOV,Roofing,Paid Social,,,0.5,0.0,0.0,0,0,,
Tires First - Aletheia,NOV,Tire & Auto,Paid Social,,,0.5,432.0,120.43,38867,76,0.001955386,
Tyler Home Improvement,NOV,Home Improvement,Paid Social,,,0.5,0.0,0.0,0,0,,
Tuscan Rose Vineyards,NOV,Winery,Paid Social,,,0.5,0.0,0.0,0,0,,
Warrior Restoration,NOV,,Paid Social,,,0.5,0.0,0.0,0,0,,
Avery Roof Services,SEPT,Roofing,Paid Social,,300,0.5,,0.0,0,0,,
Brothers Gutters,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Cheap Cheap Trees,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Claim Adjusters,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Complete Tire,SEPT,Tire & Auto,Paid Social,,600,0.5,,0.0,0,0,,
Custom Home Furniture,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Custom Home Sleep Shop,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Elite Tree Service,SEPT,Tree Service,Paid Social,,500,0.5,,149.94,29447,490,,
E&S Clothing Warehouse,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Five Star Painting ,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Fosters Tree Service,SEPT,Tree Service,Paid Social,,500,0.5,,150.0,29668,100.39,,
JAE of America,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Magic Bubbles,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Maps.org,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Matt's Roofing & Gutters,SEPT,Roofing,Paid Social,,,0.5,,0.0,0,0,,
Martin Brothers Body Works,SEPT,Tire & Auto,Paid Social,,,0.5,,0.0,0,0,,
Mold Zero ,SEPT,Home Improvement,Paid Social,,650,0.5,,348.75,19844,642,,
NATSB,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Piano Crafters,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Platinum Roofing ,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
PRMC,SEPT,Real Estate,Paid Social,,,0.5,,0.0,0,0,,
ProGuard 564,SEPT,Roofing & HVAC,Paid Social,,,0.5,,0.0,0,0,,
Reliable Pool Enclosures,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
"Servpro Harris, Meriwether, & Stewart",SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Tadlock Roofing,SEPT,Roofing,Paid Social,,,0.5,,0.0,0,0,,
Tires First - Aletheia,SEPT,Tire & Auto,Paid Social,,1140,0.5,,356.0,61898,129,,
Tyler Home Improvement,SEPT,Home Improvement,Paid Social,,,0.5,,0.0,0,0,,
Tuscan Rose Vineyards,SEPT,Winery,Paid Social,,,0.5,,0.0,0,0,,
Warrior Restoration,SEPT,,Paid Social,,,0.5,,0.0,0,0,,
Avery Roof Services,AUG,Roofing,Paid Social,,,0.5,,0.0,0,0,,
Brothers Gutters,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Cheap Cheap Trees,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Claim Adjusters,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Complete Tire,AUG,Tire & Auto,Paid Social,,800,0.5,,429.96,103435,369,,
Custom Home Furniture,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Custom Home Sleep Shop,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Elite Tree Service,AUG,Tree Service,Paid Social,,500,0.5,,171.67,36886,526,,
E&S Clothing Warehouse,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Five Star Painting ,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Fosters Tree Service,AUG,Tree Service,Paid Social,,500,0.5,,292.03,79508,384,,
JAE of America,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Magic Bubbles,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Maps.org,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Matt's Roofing & Gutters,AUG,Roofing,Paid Social,,,0.5,,0.0,0,0,,
Martin Brothers Body Works,AUG,Tire & Auto,Paid Social,,,0.5,,0.0,0,0,,
Mold Zero ,AUG,Home Improvement,Paid Social,,650,0.5,,359.05,22481,505,,
NATSB,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Piano Crafters,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Platinum Roofing ,AUG,,Paid Social,,,0.5,,0.0,0,0,,
PRMC,AUG,Real Estate,Paid Social,,,0.5,,0.0,0,0,,
ProGuard 564,AUG,Roofing & HVAC,Paid Social,,,0.5,,0.0,0,0,,
Reliable Pool Enclosures,AUG,,Paid Social,,,0.5,,0.0,0,0,,
"Servpro Harris, Meriwether, & Stewart",AUG,,Paid Social,,,0.5,,0.0,0,0,,
Tadlock Roofing,AUG,Roofing,Paid Social,,,0.5,,0.0,0,0,,
Tires First - Aletheia,AUG,Tire & Auto,Paid Social,,300,0.5,,179.09,69823,88,,
Tyler Home Improvement,AUG,Home Improvement,Paid Social,,,0.5,,0.0,0,0,,
Tuscan Rose Vineyards,AUG,Winery,Paid Social,,,0.5,,0.0,0,0,,
Warrior Restoration,AUG,,Paid Social,,,0.5,,0.0,0,0,,
Avery Roof Services,JULY,Roofing,Paid Social,,,0.5,,0.0,0,0,,
Brothers Gutters,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Cheap Cheap Trees,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Claim Adjusters,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Complete Tire,JULY,Tire & Auto,Paid Social,,1200,0.5,,60.83,8488,0,,
Custom Home Furniture,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Custom Home Sleep Shop,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Elite Tree Service,JULY,Tree Service,Paid Social,,500,0.5,,251.45,54927,0,,
E&S Clothing Warehouse,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Five Star Painting ,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Fosters Tree Service,JULY,Tree Service,Paid Social,,500,0.5,,308.04,95941,0,,
JAE of America,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Magic Bubbles,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Maps.org,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Matt's Roofing & Gutters,JULY,Roofing,Paid Social,,,0.5,,148.19,24588,0,,
Martin Brothers Body Works,JULY,Tire & Auto,Paid Social,,,0.5,,0.0,0,0,,
Mold Zero ,JULY,Home Improvement,Paid Social,,650,0.5,,399.22,27196,0,,
NATSB,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Piano Crafters,JULY,,Paid Social,,,0.5,,0.0,0,0,,
Platinum Roofing ,JULY,,Paid Social,,,0.5,,0.0,0,0,,
PRMC,JULY,Real Estate,Paid Social,,,0.5,,0.0,0,0,,
ProGuard 564,JULY,Roofing & HVAC,Paid Social,,,0.5,,0.0,0,0,,
Reliable Pool Enclosures,JULY,,Paid Social,,,0.5,,0.0,0,0,,
"Servpro Harris, Meriwether, & Stewart",JULY,,Paid Social,,,0.5,,0.0,0,0,,
Tadlock Roofing,JULY,Roofing,Paid Social,,,0.5,,0.0,0,0,,
Tires First - Aletheia,JULY,Tire & Auto,Paid Social,,300,0.5,,154.83,54085,0,,
Tyler Home Improvement,JULY,Home Improvement,Paid Social,,,0.5,,0.0,0,0,,
Tuscan Rose Vineyards,JULY,Winery,Paid Social,,,0.5,,0.0,0,0,,
